Specimen choice input : Material,Steel,,,,
Specimen properties : Geometry,Rectangular,,,,
Width,13.03,mm,,,
Thickness,3.57,mm,,,
,,,,,
Time,Extension,Load,,,
(s),(mm),(N),,Stress,Strain
243,-0.86199,3052.97,,203178.1884,-0.007154755
243.1,-0.86156,3054.1,,203253.391,-0.007151185
243.2,-0.86114,3055.4,,203339.9073,-0.007147699
243.3,-0.8608,3056.59,,203419.1029,-0.007144877
243.4,-0.86028,3057.83,,203501.6262,-0.007140561
243.5,-0.85986,3059.13,,203588.1425,-0.007137075
243.6,-0.85952,3060.44,,203675.3243,-0.007134253
243.7,-0.859,3061.52,,203747.1994,-0.007129937
243.8,-0.85858,3062.95,,203842.3673,-0.007126451
243.9,-0.85823,3064.18,,203924.225,-0.007123545
244,-0.85772,3065.38,,204004.0862,-0.007119312
244.1,-0.85738,3066.73,,204093.93,-0.00711649
244.2,-0.85687,3067.9,,204171.7947,-0.007112257
244.3,-0.85644,3069.21,,204258.9765,-0.007108688
244.4,-0.8561,3070.46,,204342.1652,-0.007105866
244.5,-0.85559,3071.77,,204429.347,-0.007101633
244.6,-0.85516,3072.99,,204510.5393,-0.007098064
244.7,-0.85473,3074.25,,204594.3935,-0.007094495
244.8,-0.85431,3075.46,,204674.9202,-0.007091008
244.9,-0.85397,3076.78,,204762.7675,-0.007088186
245,-0.85345,3077.92,,204838.6357,-0.00708387
245.1,-0.85303,3079.19,,204923.1554,-0.007080384
245.2,-0.85268,3080.43,,205005.6786,-0.007077479
245.3,-0.85217,3081.62,,205084.8743,-0.007073246
245.4,-0.85183,3082.96,,205174.0527,-0.007070424
245.5,-0.8514,3084.13,,205251.9173,-0.007066855
245.6,-0.85089,3085.32,,205331.113,-0.007062621
245.7,-0.85055,3086.74,,205425.6154,-0.007059799
245.8,-0.85004,3087.9,,205502.8146,-0.007055566
245.9,-0.8497,3089.13,,205584.6723,-0.007052744
246,-0.84927,3090.48,,205674.5161,-0.007049175
246.1,-0.84876,3091.67,,205753.7118,-0.007044942
246.2,-0.84842,3093.05,,205845.5522,-0.00704212
246.3,-0.8479,3094.27,,205926.7444,-0.007037804
246.4,-0.84748,3095.41,,206002.6125,-0.007034318
246.5,-0.84713,3096.83,,206097.115,-0.007031412
246.6,-0.84662,3098.02,,206176.3106,-0.007027179
246.7,-0.8462,3099.3,,206261.4959,-0.007023693
246.8,-0.84585,3100.52,,206342.6881,-0.007020788
246.9,-0.84534,3101.72,,206422.5493,-0.007016555
247,-0.845,3103.05,,206511.0621,-0.007013733
247.1,-0.84457,3104.21,,206588.2613,-0.007010164
247.2,-0.84406,3105.34,,206663.4639,-0.007005931
247.3,-0.84372,3106.68,,206752.6422,-0.007003108
247.4,-0.84329,3107.81,,206827.8449,-0.006999539
247.5,-0.84287,3109.15,,206917.0232,-0.006996053
247.6,-0.84244,3110.48,,207005.536,-0.006992484
247.7,-0.84193,3111.63,,207082.0697,-0.006988251
247.8,-0.84159,3112.96,,207170.5825,-0.006985429
247.9,-0.84116,3114.22,,207254.4367,-0.00698186
248,-0.84065,3115.43,,207334.9634,-0.006977627
248.1,-0.8403,3116.84,,207428.8003,-0.006974722
248.2,-0.83988,3118.04,,207508.6615,-0.006971235
248.3,-0.83945,3119.21,,207586.5262,-0.006967666
248.4,-0.83902,3120.58,,207677.7011,-0.006964097
248.5,-0.8386,3121.79,,207758.2278,-0.006960611
248.6,-0.83817,3123.09,,207844.7441,-0.006957042
248.7,-0.83774,3124.33,,207927.2673,-0.006953473
248.8,-0.83723,3125.42,,207999.8079,-0.00694924
248.9,-0.83689,3126.82,,208092.9793,-0.006946418
249,-0.83646,3127.99,,208170.8439,-0.006942848
249.1,-0.83604,3129.18,,208250.0396,-0.006939362
249.2,-0.83561,3130.59,,208343.8765,-0.006935793
249.3,-0.83518,3131.63,,208413.0895,-0.006932224
249.4,-0.83475,3132.94,,208500.2713,-0.006928655
249.5,-0.83433,3134.31,,208591.4462,-0.006925169
249.6,-0.8339,3135.48,,208669.3109,-0.0069216
249.7,-0.83347,3136.81,,208757.8237,-0.006918031
249.8,-0.83305,3138.08,,208842.3435,-0.006914545
249.9,-0.83254,3139.25,,208920.2081,-0.006910311
250,-0.83219,3140.67,,209014.7105,-0.006907406
250.1,-0.83177,3141.82,,209091.2442,-0.00690392
250.2,-0.83134,3143.04,,209172.4364,-0.006900351
250.3,-0.83091,3144.41,,209263.6112,-0.006896782
250.4,-0.83049,3145.57,,209340.8104,-0.006893296
250.5,-0.83006,3146.85,,209425.9957,-0.006889727
250.6,-0.82963,3148.1,,209509.1844,-0.006886158
250.7,-0.82912,3149.28,,209587.7146,-0.006881924
250.8,-0.82878,3150.63,,209677.5584,-0.006879102
250.9,-0.82835,3151.8,,209755.4231,-0.006875533
251,-0.82792,3152.96,,209832.6222,-0.006871964
251.1,-0.8275,3154.32,,209923.1316,-0.006868478
251.2,-0.82707,3155.51,,210002.3273,-0.006864909
251.3,-0.82664,3156.84,,210090.8401,-0.00686134
251.4,-0.82622,3158.13,,210176.6909,-0.006857854
251.5,-0.8257,3159.2,,210247.9005,-0.006853538
251.6,-0.82536,3160.65,,210344.3994,-0.006850715
251.7,-0.82494,3161.85,,210424.2606,-0.006847229
251.8,-0.82442,3163.05,,210504.1218,-0.006842913
251.9,-0.82408,3164.45,,210597.2932,-0.006840091
252,-0.82357,3165.6,,210673.8268,-0.006835858
252.1,-0.82314,3166.95,,210763.6707,-0.006832289
252.2,-0.82272,3168.21,,210847.5249,-0.006828803
252.3,-0.82229,3169.36,,210924.0586,-0.006825234
252.4,-0.82195,3170.69,,211012.5714,-0.006822412
252.5,-0.82144,3171.89,,211092.4326,-0.006818178
252.6,-0.82101,3173.12,,211174.2903,-0.006814609
252.7,-0.82058,3174.44,,211262.1376,-0.00681104
252.8,-0.82016,3175.48,,211331.3506,-0.006807554
252.9,-0.81973,3176.86,,211423.191,-0.006803985
253,-0.81939,3178.14,,211508.3763,-0.006801163
253.1,-0.81887,3179.25,,211582.2479,-0.006796847
253.2,-0.81853,3180.62,,211673.4227,-0.006794025
253.3,-0.81802,3181.83,,211753.9494,-0.006789791
253.4,-0.81759,3183.08,,211837.1382,-0.006786222
253.5,-0.81725,3184.46,,211928.9786,-0.0067834
253.6,-0.81674,3185.54,,212000.8536,-0.006779167
253.7,-0.81631,3186.88,,212090.032,-0.006775598
253.8,-0.81589,3188.2,,212177.8793,-0.006772112
253.9,-0.81546,3189.39,,212257.075,-0.006768543
254,-0.81503,3190.75,,212347.5843,-0.006764974
254.1,-0.81461,3191.88,,212422.7869,-0.006761487
254.2,-0.81409,3193.17,,212508.6377,-0.006757171
254.3,-0.81375,3194.48,,212595.8195,-0.006754349
254.4,-0.81332,3195.68,,212675.6807,-0.00675078
254.5,-0.8129,3197.02,,212764.859,-0.006747294
254.6,-0.81247,3198.11,,212837.3996,-0.006743725
254.7,-0.81204,3199.34,,212919.2574,-0.006740156
254.8,-0.81162,3200.67,,213007.7702,-0.00673667
254.9,-0.81119,3201.79,,213082.3073,-0.006733101
255,-0.81068,3202.99,,213162.1685,-0.006728867
255.1,-0.81034,3204.42,,213257.3364,-0.006726045
255.2,-0.80982,3205.56,,213333.2045,-0.006721729
255.3,-0.80948,3206.77,,213413.7312,-0.006718907
255.4,-0.80906,3208.16,,213506.2371,-0.006715421
255.5,-0.80854,3209.34,,213584.7673,-0.006711105
255.6,-0.80812,3210.72,,213676.6077,-0.006707619
255.7,-0.80769,3211.92,,213756.4689,-0.00670405
255.8,-0.80726,3213.18,,213840.3231,-0.00670048
255.9,-0.80684,3214.56,,213932.1635,-0.006696994
256,-0.80641,3215.6,,214001.3765,-0.006693425
256.1,-0.80598,3216.94,,214090.5548,-0.006689856
256.2,-0.80556,3218.3,,214181.0642,-0.00668637
256.3,-0.80513,3219.39,,214253.6048,-0.006682801
256.4,-0.8047,3220.77,,214345.4452,-0.006679232
256.5,-0.80427,3221.95,,214423.9753,-0.006675663
256.6,-0.80385,3223,,214493.8539,-0.006672177
256.7,-0.80342,3224.48,,214592.3493,-0.006668607
256.8,-0.80299,3225.64,,214669.5485,-0.006665038
256.9,-0.80257,3226.88,,214752.0717,-0.006661552
257,-0.80214,3228.24,,214842.5811,-0.006657983
257.1,-0.80171,3229.41,,214920.4457,-0.006654414
257.2,-0.80129,3230.77,,215010.9551,-0.006650928
257.3,-0.80086,3231.94,,215088.8198,-0.006647359
257.4,-0.80035,3233.16,,215170.012,-0.006643126
257.5,-0.80001,3234.52,,215260.5213,-0.006640303
257.6,-0.79949,3235.74,,215341.7135,-0.006635987
257.7,-0.79907,3236.97,,215423.5713,-0.006632501
257.8,-0.79864,3238.36,,215516.0771,-0.006628932
257.9,-0.79821,3239.45,,215588.6177,-0.006625363
258,-0.79779,3240.77,,215676.465,-0.006621877
258.1,-0.79736,3242.05,,215761.6503,-0.006618308
258.2,-0.79693,3243.22,,215839.515,-0.006614739
258.3,-0.79651,3244.54,,215927.3623,-0.006611252
258.4,-0.79608,3245.68,,216003.2304,-0.006607683
258.5,-0.79565,3246.91,,216085.0881,-0.006604114
258.6,-0.79522,3248.31,,216178.2595,-0.006600545
258.7,-0.7948,3249.44,,216253.4622,-0.006597059
258.8,-0.79437,3250.64,,216333.3233,-0.00659349
258.9,-0.79394,3252,,216423.8327,-0.006589921
259,-0.79343,3253.17,,216501.6974,-0.006585688
259.1,-0.79309,3254.56,,216594.2032,-0.006582866
259.2,-0.79266,3255.74,,216672.7334,-0.006579296
259.3,-0.79215,3256.96,,216753.9256,-0.006575063
259.4,-0.79181,3258.3,,216843.104,-0.006572241
259.5,-0.7913,3259.5,,216922.9652,-0.006568008
259.6,-0.79087,3260.84,,217012.1435,-0.006564439
259.7,-0.79044,3262.14,,217098.6598,-0.00656087
259.8,-0.79002,3263.26,,217173.1969,-0.006557384
259.9,-0.78959,3264.56,,217259.7132,-0.006553815
260,-0.78916,3265.84,,217344.8985,-0.006550245
260.1,-0.78874,3267.02,,217423.4286,-0.006546759
260.2,-0.78831,3268.37,,217513.2725,-0.00654319
260.3,-0.78788,3269.48,,217587.1441,-0.006539621
260.4,-0.78745,3270.72,,217669.6673,-0.006536052
260.5,-0.78703,3272.08,,217760.1767,-0.006532566
260.6,-0.7866,3273.16,,217832.0517,-0.006528997
260.7,-0.78617,3274.57,,217925.8886,-0.006525428
260.8,-0.78575,3275.74,,218003.7533,-0.006521942
260.9,-0.78523,3276.91,,218081.618,-0.006517625
261,-0.78489,3278.31,,218174.7894,-0.006514803
261.1,-0.78447,3279.51,,218254.6505,-0.006511317
261.2,-0.78395,3280.72,,218335.1772,-0.006507001
261.3,-0.78353,3282.25,,218437.0003,-0.006503515
261.4,-0.7831,3283.22,,218501.5547,-0.006499946
261.5,-0.78267,3284.55,,218590.0676,-0.006496377
261.6,-0.78225,3285.92,,218681.2424,-0.006492891
261.7,-0.78182,3287.1,,218759.7726,-0.006489321
261.8,-0.78139,3288.43,,218848.2854,-0.006485752
261.9,-0.78097,3289.57,,218924.1535,-0.006482266
262,-0.78045,3290.81,,219006.6768,-0.00647795
262.1,-0.78011,3292.13,,219094.5241,-0.006475128
262.2,-0.77969,3293.22,,219167.0647,-0.006471642
262.3,-0.77926,3294.53,,219254.2465,-0.006468073
262.4,-0.77883,3295.78,,219337.4352,-0.006464504
262.5,-0.7784,3296.86,,219409.3103,-0.006460934
262.6,-0.77789,3298.31,,219505.8092,-0.006456701
262.7,-0.77755,3299.51,,219585.6704,-0.006453879
262.8,-0.77704,3300.66,,219662.2041,-0.006449646
262.9,-0.7767,3302.09,,219757.372,-0.006446824
263,-0.77618,3303.27,,219835.9022,-0.006442508
263.1,-0.77576,3304.51,,219918.4254,-0.006439022
263.2,-0.77542,3305.92,,220012.2623,-0.0064362
263.3,-0.7749,3307.06,,220088.1304,-0.006431884
263.4,-0.77448,3308.34,,220173.3157,-0.006428397
263.5,-0.77405,3309.71,,220264.4906,-0.006424828
263.6,-0.77362,3310.9,,220343.6862,-0.006421259
263.7,-0.77311,3312.2,,220430.2025,-0.006417026
263.8,-0.77277,3313.37,,220508.0672,-0.006414204
263.9,-0.77226,3314.57,,220587.9284,-0.006409971
264,-0.77192,3315.93,,220678.4378,-0.006407149
264.1,-0.77149,3317.1,,220756.3024,-0.00640358
264.2,-0.77098,3318.17,,220827.512,-0.006399346
264.3,-0.77063,3319.63,,220924.6764,-0.006396441
264.4,-0.77012,3320.8,,221002.5411,-0.006392208
264.5,-0.7697,3322.07,,221087.0609,-0.006388722
264.6,-0.76927,3323.42,,221176.9047,-0.006385153
264.7,-0.76884,3324.59,,221254.7694,-0.006381584
264.8,-0.76842,3325.87,,221339.9546,-0.006378098
264.9,-0.76799,3327.11,,221422.4779,-0.006374529
265,-0.76748,3328.35,,221505.0011,-0.006370295
265.1,-0.76713,3329.71,,221595.5104,-0.00636739
265.2,-0.76662,3330.92,,221676.0372,-0.006363157
265.3,-0.7662,3332.14,,221757.2294,-0.006359671
265.4,-0.76577,3333.46,,221845.0767,-0.006356102
265.5,-0.76534,3334.61,,221921.6103,-0.006352533
265.6,-0.76491,3335.9,,222007.4611,-0.006348964
265.7,-0.76449,3337.23,,222095.9739,-0.006345478
265.8,-0.76398,3338.36,,222171.1765,-0.006341245
265.9,-0.76363,3339.75,,222263.6824,-0.006338339
266,-0.76321,3340.8,,222333.561,-0.006334853
266.1,-0.76269,3342.01,,222414.0877,-0.006330537
266.2,-0.76235,3343.44,,222509.2556,-0.006327715
266.3,-0.76184,3344.57,,222584.4582,-0.006323482
266.4,-0.76141,3345.92,,222674.3021,-0.006319913
266.5,-0.76107,3347.18,,222758.1563,-0.006317091
266.6,-0.76056,3348.38,,222838.0175,-0.006312858
266.7,-0.76013,3349.74,,222928.5269,-0.006309288
266.8,-0.75971,3350.89,,223005.0605,-0.006305802
266.9,-0.75919,3352.11,,223086.2527,-0.006301486
267,-0.75885,3353.52,,223180.0896,-0.006298664
267.1,-0.75834,3354.66,,223255.9578,-0.006294431
267.2,-0.75791,3356.01,,223345.8016,-0.006290862
267.3,-0.75757,3357.29,,223430.9869,-0.00628804
267.4,-0.75706,3358.4,,223504.8585,-0.006283807
267.5,-0.75663,3359.76,,223595.3678,-0.006280238
267.6,-0.75621,3360.95,,223674.5635,-0.006276751
267.7,-0.75578,3362.17,,223755.7557,-0.006273182
267.8,-0.75535,3363.51,,223844.934,-0.006269613
267.9,-0.75493,3364.63,,223919.4712,-0.006266127
268,-0.7545,3365.89,,224003.3254,-0.006262558
268.1,-0.75407,3367.14,,224086.5142,-0.006258989
268.2,-0.75356,3368.36,,224167.7064,-0.006254756
268.3,-0.75322,3369.69,,224256.2192,-0.006251934
268.4,-0.75279,3370.91,,224337.4114,-0.006248364
268.5,-0.75228,3372.11,,224417.2726,-0.006244131
268.6,-0.75194,3373.42,,224504.4544,-0.006241309
268.7,-0.75142,3374.65,,224586.3121,-0.006236993
268.8,-0.751,3375.99,,224675.4905,-0.006233507
268.9,-0.75057,3377.31,,224763.3378,-0.006229938
269,-0.75006,3378.47,,224840.5369,-0.006225705
269.1,-0.74963,3379.84,,224931.7118,-0.006222136
269.2,-0.7492,3381.07,,225013.5695,-0.006218566
269.3,-0.74869,3382.16,,225086.1101,-0.006214333
269.4,-0.74835,3383.46,,225172.6264,-0.006211511
269.5,-0.74792,3384.74,,225257.8117,-0.006207942
269.6,-0.74741,3385.91,,225335.6763,-0.006203709
269.7,-0.74707,3387.29,,225427.5167,-0.006200887
269.8,-0.74664,3388.38,,225500.0573,-0.006197318
269.9,-0.74622,3389.68,,225586.5736,-0.006193832
270,-0.74579,3390.91,,225668.4313,-0.006190263
270.1,-0.74528,3392.08,,225746.2959,-0.006186029
270.2,-0.74485,3393.43,,225836.1398,-0.00618246
270.3,-0.74442,3394.7,,225920.6596,-0.006178891
270.4,-0.74391,3395.85,,225997.1932,-0.006174658
270.5,-0.74357,3397.26,,226091.0301,-0.006171836
270.6,-0.74314,3398.44,,226169.5603,-0.006168267
270.7,-0.74263,3399.68,,226252.0835,-0.006164034
270.8,-0.7422,3401.07,,226344.5894,-0.006160465
270.9,-0.74178,3402.26,,226423.7851,-0.006156978
271,-0.74135,3403.58,,226511.6324,-0.006153409
271.1,-0.74092,3404.79,,226592.1591,-0.00614984
271.2,-0.74041,3405.95,,226669.3582,-0.006145607
271.3,-0.73998,3407.34,,226761.8641,-0.006142038
271.4,-0.73964,3408.58,,226844.3874,-0.006139216
271.5,-0.73913,3409.66,,226916.2624,-0.006134983
271.6,-0.73879,3410.95,,227002.1132,-0.006132161
271.7,-0.73828,3412.18,,227083.9709,-0.006127927
271.8,-0.73785,3413.52,,227173.1493,-0.006124358
271.9,-0.73742,3414.78,,227257.0035,-0.006120789
272,-0.73691,3415.93,,227333.5372,-0.006116556
272.1,-0.73648,3417.35,,227428.0396,-0.006112987
272.2,-0.73614,3418.51,,227505.2387,-0.006110165
272.3,-0.73563,3419.76,,227588.4275,-0.006105932
272.4,-0.7352,3421.1,,227677.6058,-0.006102363
272.5,-0.73478,3422.21,,227751.4774,-0.006098876
272.6,-0.73435,3423.59,,227843.3178,-0.006095307
272.7,-0.73392,3424.89,,227929.8341,-0.006091738
272.8,-0.73341,3426.05,,228007.0332,-0.006087505
272.9,-0.73307,3427.37,,228094.8805,-0.006084683
273,-0.73256,3428.66,,228180.7313,-0.00608045
273.1,-0.73213,3429.75,,228253.2719,-0.006076881
273.2,-0.7317,3431.1,,228343.1157,-0.006073312
273.3,-0.73128,3432.24,,228418.9839,-0.006069826
273.4,-0.73085,3433.55,,228506.1657,-0.006066256
273.5,-0.73042,3434.79,,228588.6889,-0.006062687
273.6,-0.72991,3435.97,,228667.2191,-0.006058454
273.7,-0.72957,3437.36,,228759.725,-0.006055632
273.8,-0.72914,3438.55,,228838.9206,-0.006052063
273.9,-0.72863,3439.75,,228918.7818,-0.00604783
274,-0.7282,3441.09,,229007.9602,-0.006044261
274.1,-0.72777,3442.28,,229087.1559,-0.006040692
274.2,-0.72726,3443.59,,229174.3377,-0.006036458
274.3,-0.72692,3444.92,,229262.8505,-0.006033636
274.4,-0.72641,3446.05,,229338.0531,-0.006029403
274.5,-0.72598,3447.38,,229426.5659,-0.006025834
274.6,-0.72555,3448.68,,229513.0822,-0.006022265
274.7,-0.72513,3449.9,,229594.2744,-0.006018779
274.8,-0.7247,3451.2,,229680.7907,-0.00601521
274.9,-0.72427,3452.39,,229759.9864,-0.006011641
275,-0.72376,3453.61,,229841.1786,-0.006007407
275.1,-0.72342,3454.9,,229927.0294,-0.006004585
275.2,-0.72291,3456.11,,230007.5561,-0.006000352
275.213,-0.72188,3424.68,,227915.8584,-0.005991803
275.214,-0.72094,3396.21,,226021.1516,-0.005984001
275.215,-0.71966,3357.3,,223431.6524,-0.005973376
275.216,-0.71821,3308.54,,220186.6259,-0.005961341
275.217,-0.71642,3250.92,,216351.9576,-0.005946483
275.218,-0.71428,3185.55,,212001.5191,-0.005928721
275.219,-0.71181,3113.47,,207204.5235,-0.005908219
275.22,-0.70908,3035.66,,202026.1906,-0.005885559
275.221,-0.70609,2952.96,,196522.4234,-0.005860742
275.222,-0.70276,2866.14,,190744.4661,-0.005833102
275.223,-0.69917,2775.88,,184737.5734,-0.005803304
275.224,-0.69533,2682.81,,178543.6724,-0.005771431
275.225,-0.69115,2587.53,,172202.6937,-0.005736735
275.226,-0.68662,2490.56,,165749.2438,-0.005699135
275.227,-0.68193,2392.42,,159217.9292,-0.005660207
275.228,-0.6768,2293.57,,152639.3635,-0.005617627
275.229,-0.67151,2194.45,,146042.8289,-0.005573718
275.23,-0.66587,2095.45,,139454.2805,-0.005526904
275.231,-0.65998,1996.94,,132898.3421,-0.005478016
