Specimen choice input : Material,Steel,,,,
Specimen properties : Geometry,Rectangular,,,,
Width,13.03,mm,,,
Thickness,3.57,mm,,,
,,,,,
Time,Extension,Load,,,
(s),(mm),(N),,Stress,Strain
97.8,-1.44232,1234.72,,82171.84339,-0.011971653
97.9,-1.44197,1236.06,,82261.02172,-0.011968748
98,-1.44155,1237.25,,82340.21741,-0.011965262
98.1,-1.44112,1238.56,,82427.39921,-0.011961693
98.2,-1.44078,1239.8,,82509.92244,-0.011958871
98.3,-1.44035,1241.05,,82593.11118,-0.011955302
98.4,-1.44001,1242.32,,82677.63095,-0.01195248
98.5,-1.43958,1243.5,,82756.16112,-0.011948911
98.6,-1.43924,1244.82,,82844.00843,-0.011946089
98.7,-1.43881,1246.01,,82923.20412,-0.011942519
98.8,-1.43839,1247.25,,83005.72735,-0.011939033
98.9,-1.43805,1248.54,,83091.57813,-0.011936211
99,-1.4377,1249.73,,83170.77381,-0.011933306
99.1,-1.43728,1251.02,,83256.6246,-0.01192982
99.2,-1.43685,1252.24,,83337.81681,-0.011926251
99.3,-1.43642,1253.47,,83419.67453,-0.011922682
99.4,-1.43608,1254.77,,83506.19082,-0.01191986
99.5,-1.43566,1255.97,,83586.05202,-0.011916374
99.6,-1.43531,1257.25,,83671.23729,-0.011913469
99.7,-1.43489,1258.5,,83754.42603,-0.011909982
99.8,-1.43446,1259.82,,83842.27334,-0.011906413
99.9,-1.43412,1261.1,,83927.45862,-0.011903591
100,-1.43369,1262.31,,84007.98532,-0.011900022
100.1,-1.43335,1263.65,,84097.16365,-0.0118972
100.2,-1.43292,1264.82,,84175.02831,-0.011893631
100.3,-1.4325,1266.08,,84258.88257,-0.011890145
100.4,-1.43207,1267.35,,84343.40233,-0.011886576
100.5,-1.43173,1268.53,,84421.9325,-0.011883754
100.6,-1.43139,1269.88,,84511.77634,-0.011880931
100.7,-1.43096,1271.08,,84591.63754,-0.011877362
100.8,-1.43053,1272.34,,84675.49179,-0.011873793
100.9,-1.43019,1273.54,,84755.35298,-0.011870971
101,-1.42976,1274.84,,84841.86927,-0.011867402
101.1,-1.42942,1276.01,,84919.73394,-0.01186458
101.2,-1.429,1277.19,,84998.26411,-0.011861094
101.3,-1.42865,1278.5,,85085.44591,-0.011858189
101.4,-1.42823,1279.74,,85167.96914,-0.011854703
101.5,-1.4278,1281,,85251.8234,-0.011851133
101.6,-1.42746,1282.29,,85337.67418,-0.011848311
101.7,-1.42703,1283.55,,85421.52843,-0.011844742
101.8,-1.42669,1284.8,,85504.71717,-0.01184192
101.9,-1.42618,1286,,85584.57837,-0.011837687
102,-1.42584,1287.3,,85671.09466,-0.011834865
102.1,-1.42541,1288.59,,85756.94544,-0.011831296
102.2,-1.42507,1289.81,,85838.13766,-0.011828474
102.3,-1.42473,1291.14,,85926.65048,-0.011825652
102.4,-1.4243,1292.37,,86008.5082,-0.011822082
102.5,-1.42396,1293.68,,86095.69,-0.01181926
102.6,-1.42345,1294.87,,86174.88569,-0.011815027
102.7,-1.4231,1296.15,,86260.07096,-0.011812122
102.8,-1.42276,1297.35,,86339.93215,-0.0118093
102.9,-1.42234,1298.61,,86423.7864,-0.011805814
103,-1.422,1299.79,,86502.31658,-0.011802992
103.1,-1.42157,1301.05,,86586.17083,-0.011799423
103.2,-1.42123,1302.34,,86672.02161,-0.011796601
103.3,-1.42071,1303.55,,86752.54831,-0.011792284
103.4,-1.42037,1304.82,,86837.06808,-0.011789462
103.5,-1.42003,1306.12,,86923.58437,-0.01178664
103.6,-1.4196,1307.36,,87006.1076,-0.011783071
103.7,-1.41918,1308.65,,87091.95838,-0.011779585
103.8,-1.41875,1309.87,,87173.1506,-0.011776016
103.9,-1.41841,1311.15,,87258.33587,-0.011773194
104,-1.41798,1312.35,,87338.19706,-0.011769625
104.1,-1.41764,1313.66,,87425.37886,-0.011766803
104.2,-1.41721,1314.92,,87509.23312,-0.011763234
104.3,-1.41679,1316.21,,87595.0839,-0.011759747
104.4,-1.41645,1317.39,,87673.61407,-0.011756925
104.5,-1.41602,1318.67,,87758.79934,-0.011753356
104.6,-1.41568,1319.92,,87841.98809,-0.011750534
104.7,-1.41525,1321.2,,87927.17336,-0.011746965
104.8,-1.41482,1322.42,,88008.36557,-0.011743396
104.9,-1.41448,1323.65,,88090.22329,-0.011740574
105,-1.41405,1324.86,,88170.75,-0.011737005
105.1,-1.41371,1326.1,,88253.27323,-0.011734183
105.2,-1.41329,1327.31,,88333.79993,-0.011730696
105.3,-1.41286,1328.65,,88422.97826,-0.011727127
105.4,-1.41252,1329.86,,88503.50497,-0.011724305
105.5,-1.41209,1331.17,,88590.68677,-0.011720736
105.6,-1.41175,1332.41,,88673.21,-0.011717914
105.7,-1.41132,1333.63,,88754.40221,-0.011714345
105.8,-1.41098,1334.91,,88839.58749,-0.011711523
105.9,-1.41055,1336.21,,88926.10378,-0.011707954
106,-1.41013,1337.46,,89009.29252,-0.011704468
106.1,-1.40979,1338.71,,89092.48126,-0.011701645
106.2,-1.40936,1339.98,,89177.00103,-0.011698076
106.3,-1.40893,1341.21,,89258.85875,-0.011694507
106.4,-1.40859,1342.47,,89342.713,-0.011691685
106.5,-1.40816,1343.78,,89429.8948,-0.011688116
106.6,-1.40782,1344.99,,89510.42151,-0.011685294
106.7,-1.4074,1346.21,,89591.61372,-0.011681808
106.8,-1.40705,1347.5,,89677.4645,-0.011678903
106.9,-1.40663,1348.71,,89757.99121,-0.011675417
107,-1.40629,1349.95,,89840.51444,-0.011672595
107.1,-1.40586,1351.22,,89925.0342,-0.011669025
107.2,-1.40543,1352.43,,90005.5609,-0.011665456
107.3,-1.40509,1353.73,,90092.0772,-0.011662634
107.4,-1.40466,1354.9,,90169.94186,-0.011659065
107.5,-1.40432,1356.2,,90256.45815,-0.011656243
107.6,-1.40389,1357.44,,90338.98138,-0.011652674
107.7,-1.40355,1358.68,,90421.50462,-0.011649852
107.8,-1.40313,1359.92,,90504.02785,-0.011646366
107.9,-1.4027,1361.2,,90589.21312,-0.011642797
108,-1.40236,1362.49,,90675.0639,-0.011639974
108.1,-1.40193,1363.73,,90757.58714,-0.011636405
108.2,-1.40159,1365.02,,90843.43792,-0.011633583
108.3,-1.40108,1366.23,,90923.96462,-0.01162935
108.4,-1.40074,1367.53,,91010.48091,-0.011626528
108.5,-1.40031,1368.76,,91092.33864,-0.011622959
108.6,-1.39997,1370.07,,91179.52044,-0.011620137
108.7,-1.39963,1371.3,,91261.37816,-0.011617315
108.8,-1.39911,1372.48,,91339.90833,-0.011612999
108.9,-1.39886,1373.82,,91429.08667,-0.011610923
109,-1.39843,1375.01,,91508.28235,-0.011607354
109.1,-1.398,1376.25,,91590.80558,-0.011603785
109.2,-1.39766,1377.48,,91672.6633,-0.011600963
109.3,-1.39723,1378.73,,91755.85205,-0.011597394
109.4,-1.39689,1379.94,,91836.37875,-0.011594572
109.5,-1.39647,1381.16,,91917.57096,-0.011591086
109.6,-1.39613,1382.44,,92002.75624,-0.011588264
109.7,-1.3957,1383.67,,92084.61396,-0.011584695
109.8,-1.39527,1384.95,,92169.79923,-0.011581125
109.9,-1.39493,1386.2,,92252.98797,-0.011578303
110,-1.39459,1387.43,,92334.8457,-0.011575481
110.1,-1.39416,1388.75,,92422.69301,-0.011571912
110.2,-1.39373,1389.97,,92503.88522,-0.011568343
110.3,-1.39339,1391.27,,92590.40151,-0.011565521
110.4,-1.39297,1392.54,,92674.92128,-0.011562035
110.5,-1.39254,1393.8,,92758.77553,-0.011558466
110.6,-1.3922,1395.04,,92841.29876,-0.011555644
110.7,-1.39177,1396.32,,92926.48403,-0.011552075
110.8,-1.39143,1397.55,,93008.34176,-0.011549252
110.9,-1.391,1398.77,,93089.53397,-0.011545683
111,-1.39066,1400.05,,93174.71924,-0.011542861
111.1,-1.39023,1401.34,,93260.57002,-0.011539292
111.2,-1.38981,1402.55,,93341.09673,-0.011535806
111.3,-1.38947,1403.76,,93421.62343,-0.011532984
111.4,-1.38904,1405.01,,93504.81217,-0.011529415
111.5,-1.3887,1406.28,,93589.33193,-0.011526593
111.6,-1.38827,1407.51,,93671.18966,-0.011523024
111.7,-1.38793,1408.77,,93755.04391,-0.011520201
111.8,-1.3875,1409.98,,93835.57061,-0.011516632
111.9,-1.38707,1411.3,,93923.41792,-0.011513063
112,-1.38673,1412.57,,94007.93769,-0.011510241
112.1,-1.38631,1413.78,,94088.46439,-0.011506755
112.2,-1.38596,1415.07,,94174.31517,-0.01150385
112.3,-1.38554,1416.25,,94252.84534,-0.011500364
112.4,-1.3852,1417.59,,94342.02368,-0.011497542
112.5,-1.38477,1418.87,,94427.20895,-0.011493973
112.6,-1.38434,1420.1,,94509.06667,-0.011490403
112.7,-1.384,1421.36,,94592.92092,-0.011487581
112.8,-1.38357,1422.59,,94674.77865,-0.011484012
112.9,-1.38323,1423.86,,94759.29841,-0.01148119
113,-1.38281,1425.05,,94838.49409,-0.011477704
113.1,-1.38246,1426.38,,94927.00691,-0.011474799
113.2,-1.38204,1427.54,,95004.20607,-0.011471313
113.3,-1.3817,1428.85,,95091.38787,-0.011468491
113.4,-1.38127,1430.1,,95174.57661,-0.011464922
113.5,-1.38093,1431.29,,95253.7723,-0.0114621
113.6,-1.3805,1432.56,,95338.29206,-0.01145853
113.7,-1.38007,1433.79,,95420.14978,-0.011454961
113.8,-1.37973,1435.09,,95506.66607,-0.011452139
113.9,-1.37931,1436.33,,95589.18931,-0.011448653
114,-1.37888,1437.52,,95668.38499,-0.011445084
114.1,-1.37854,1438.84,,95756.2323,-0.011442262
114.2,-1.37811,1440.08,,95838.75553,-0.011438693
114.3,-1.37777,1441.37,,95924.60632,-0.011435871
114.4,-1.37734,1442.59,,96005.79853,-0.011432302
114.5,-1.377,1443.88,,96091.64931,-0.011429479
114.6,-1.37657,1445.15,,96176.16907,-0.01142591
114.7,-1.37615,1446.43,,96261.35435,-0.011422424
114.8,-1.3758,1447.67,,96343.87758,-0.011419519
114.9,-1.37538,1448.92,,96427.06632,-0.011416033
115,-1.37495,1450.14,,96508.25853,-0.011412464
115.1,-1.37461,1451.39,,96591.44728,-0.011409642
115.2,-1.37418,1452.63,,96673.97051,-0.011406073
115.3,-1.37384,1453.89,,96757.82476,-0.011403251
115.4,-1.37341,1455.04,,96834.3584,-0.011399681
115.5,-1.37307,1456.41,,96925.53327,-0.011396859
115.6,-1.37265,1457.58,,97003.39793,-0.011393373
115.7,-1.3723,1458.83,,97086.58667,-0.011390468
115.8,-1.37188,1460.12,,97172.43745,-0.011386982
115.9,-1.37154,1461.31,,97251.63314,-0.01138416
116,-1.37111,1462.63,,97339.48045,-0.011380591
116.1,-1.37068,1463.81,,97418.01062,-0.011377022
116.2,-1.37034,1465.15,,97507.18895,-0.0113742
116.3,-1.36991,1466.38,,97589.04668,-0.01137063
116.4,-1.36949,1467.68,,97675.56297,-0.011367144
116.5,-1.36915,1468.91,,97757.42069,-0.011364322
116.6,-1.36872,1470.11,,97837.28188,-0.011360753
116.7,-1.36838,1471.5,,97929.78777,-0.011357931
116.8,-1.36795,1472.66,,98006.98692,-0.011354362
116.9,-1.36761,1473.95,,98092.8377,-0.01135154
117,-1.36718,1475.21,,98176.69195,-0.011347971
117.1,-1.36684,1476.44,,98258.54968,-0.011345149
117.2,-1.36641,1477.73,,98344.40046,-0.01134158
117.3,-1.36599,1478.9,,98422.26512,-0.011338093
117.4,-1.36564,1480.21,,98509.44693,-0.011335188
117.5,-1.36522,1481.41,,98589.30812,-0.011331702
117.6,-1.36488,1482.65,,98671.83135,-0.01132888
117.7,-1.36453,1483.9,,98755.02009,-0.011325975
117.8,-1.36411,1485.09,,98834.21578,-0.011322489
117.9,-1.36377,1486.32,,98916.0735,-0.011319667
118,-1.36334,1487.6,,99001.25877,-0.011316098
118.1,-1.363,1488.89,,99087.10955,-0.011313276
118.2,-1.36257,1490.12,,99168.96728,-0.011309706
118.3,-1.36214,1491.35,,99250.825,-0.011306137
118.4,-1.3618,1492.7,,99340.66884,-0.011303315
118.5,-1.36138,1493.88,,99419.19901,-0.011299829
118.6,-1.36095,1495.21,,99507.71184,-0.01129626
118.7,-1.36052,1496.4,,99586.90752,-0.011292691
118.8,-1.36018,1497.71,,99674.08932,-0.011289869
118.9,-1.35984,1498.99,,99759.27459,-0.011287047
119,-1.35941,1500.23,,99841.79783,-0.011283478
119.1,-1.35907,1501.5,,99926.31759,-0.011280656
119.2,-1.35856,1502.72,,100007.5098,-0.011276422
119.3,-1.35822,1503.97,,100090.6985,-0.0112736
119.4,-1.35779,1505.22,,100173.8873,-0.011270031
119.5,-1.35745,1506.49,,100258.407,-0.011267209
119.6,-1.35711,1507.67,,100336.9372,-0.011264387
119.7,-1.35668,1508.92,,100420.126,-0.011260818
119.8,-1.35634,1510.19,,100504.6457,-0.011257996
119.9,-1.35591,1511.45,,100588.5,-0.011254427
120,-1.35557,1512.71,,100672.3542,-0.011251605
120.1,-1.35514,1513.92,,100752.8809,-0.011248035
120.2,-1.35472,1515.21,,100838.7317,-0.011244549
120.3,-1.35437,1516.45,,100921.2549,-0.011241644
120.4,-1.35395,1517.72,,101005.7747,-0.011238158
120.5,-1.35361,1519.01,,101091.6255,-0.011235336
120.6,-1.35318,1520.19,,101170.1557,-0.011231767
120.7,-1.35275,1521.52,,101258.6685,-0.011228198
120.8,-1.35241,1522.79,,101343.1883,-0.011225376
120.9,-1.35198,1524.01,,101424.3805,-0.011221807
121,-1.35164,1525.3,,101510.2312,-0.011218984
121.1,-1.35122,1526.51,,101590.758,-0.011215498
121.2,-1.35087,1527.83,,101678.6053,-0.011212593
121.3,-1.35045,1529.01,,101757.1354,-0.011209107
121.4,-1.35011,1530.27,,101840.9897,-0.011206285
121.5,-1.34968,1531.51,,101923.5129,-0.011202716
121.6,-1.34934,1532.73,,102004.7051,-0.011199894
121.7,-1.34891,1534.02,,102090.5559,-0.011196325
121.8,-1.34848,1535.19,,102168.4206,-0.011192756
121.9,-1.34814,1536.47,,102253.6059,-0.011189933
122,-1.3478,1537.72,,102336.7946,-0.011187111
122.1,-1.34737,1539.01,,102422.6454,-0.011183542
122.2,-1.34703,1540.23,,102503.8376,-0.01118072
122.3,-1.3466,1541.46,,102585.6953,-0.011177151
122.4,-1.34626,1542.75,,102671.5461,-0.011174329
122.5,-1.34575,1544,,102754.7348,-0.011170096
122.6,-1.34541,1545.29,,102840.5856,-0.011167274
122.7,-1.34507,1546.56,,102925.1054,-0.011164452
122.8,-1.34464,1547.81,,103008.2941,-0.011160883
122.9,-1.34421,1549.08,,103092.8139,-0.011157313
123,-1.34379,1550.28,,103172.6751,-0.011153827
123.1,-1.34345,1551.65,,103263.8499,-0.011151005
123.2,-1.3431,1552.84,,103343.0456,-0.0111481
123.3,-1.34268,1554.06,,103424.2378,-0.011144614
123.4,-1.34234,1555.33,,103508.7576,-0.011141792
123.5,-1.34191,1556.58,,103591.9463,-0.011138223
123.6,-1.34157,1557.83,,103675.1351,-0.011135401
123.7,-1.34114,1559.1,,103759.6548,-0.011131832
123.8,-1.34071,1560.36,,103843.5091,-0.011128262
123.9,-1.34037,1561.55,,103922.7048,-0.01112544
124,-1.33995,1562.74,,104001.9005,-0.011121954
124.1,-1.3396,1564.03,,104087.7512,-0.011119049
124.2,-1.33918,1565.28,,104170.94,-0.011115563
124.3,-1.33884,1566.53,,104254.1287,-0.011112741
124.4,-1.33841,1567.81,,104339.314,-0.011109172
124.5,-1.33807,1569.08,,104423.8338,-0.01110635
124.6,-1.33764,1570.31,,104505.6915,-0.011102781
124.7,-1.33721,1571.58,,104590.2113,-0.011099211
124.8,-1.33687,1572.89,,104677.3931,-0.011096389
124.9,-1.33644,1574.06,,104755.2577,-0.01109282
125,-1.3361,1575.41,,104845.1016,-0.011089998
125.1,-1.33568,1576.63,,104926.2938,-0.011086512
125.2,-1.33533,1577.9,,105010.8135,-0.011083607
125.3,-1.33491,1579.17,,105095.3333,-0.011080121
125.4,-1.33448,1580.35,,105173.8635,-0.011076552
125.5,-1.33414,1581.67,,105261.7108,-0.01107373
125.6,-1.3338,1582.89,,105342.903,-0.011070908
125.7,-1.33337,1584.15,,105426.7572,-0.011067338
125.8,-1.33303,1585.34,,105505.9529,-0.011064516
125.9,-1.3326,1586.57,,105587.8107,-0.011060947
126,-1.33226,1587.85,,105672.9959,-0.011058125
126.1,-1.33183,1589.14,,105758.8467,-0.011054556
126.2,-1.33149,1590.28,,105834.7148,-0.011051734
126.3,-1.33107,1591.55,,105919.2346,-0.011048248
126.4,-1.33064,1592.77,,106000.4268,-0.011044679
126.5,-1.3303,1594.09,,106088.2741,-0.011041857
126.6,-1.32987,1595.3,,106168.8008,-0.011038287
126.7,-1.32953,1596.54,,106251.3241,-0.011035465
126.8,-1.3291,1597.86,,106339.1714,-0.011031896
126.9,-1.32868,1599.16,,106425.6877,-0.01102841
127,-1.32833,1600.39,,106507.5454,-0.011025505
127.1,-1.32791,1601.59,,106587.4066,-0.011022019
127.2,-1.32757,1602.93,,106676.5849,-0.011019197
127.3,-1.32714,1604.14,,106757.1116,-0.011015628
127.4,-1.3268,1605.39,,106840.3004,-0.011012806
127.5,-1.32637,1606.69,,106926.8167,-0.011009237
127.6,-1.32594,1607.87,,107005.3468,-0.011005667
127.7,-1.3256,1609.15,,107090.5321,-0.011002845
127.8,-1.32526,1610.43,,107175.7174,-0.011000023
127.9,-1.32483,1611.66,,107257.5751,-0.010996454
128,-1.32449,1612.94,,107342.7604,-0.010993632
128.1,-1.32406,1614.02,,107414.6354,-0.010990063
128.2,-1.32372,1615.38,,107505.1448,-0.010987241
128.3,-1.3233,1616.59,,107585.6715,-0.010983755
128.4,-1.32287,1617.9,,107672.8533,-0.010980186
128.5,-1.32253,1619.17,,107757.3731,-0.010977363
128.6,-1.3221,1620.36,,107836.5687,-0.010973794
128.7,-1.32176,1621.68,,107924.4161,-0.010970972
128.8,-1.32133,1622.85,,108002.2807,-0.010967403
128.9,-1.32091,1624.21,,108092.7901,-0.010963917
129,-1.32056,1625.43,,108173.9823,-0.010961012
129.1,-1.32014,1626.7,,108258.502,-0.010957526
129.2,-1.3198,1627.95,,108341.6908,-0.010954704
129.3,-1.31937,1629.19,,108424.214,-0.010951135
129.4,-1.31903,1630.48,,108510.0648,-0.010948312
129.5,-1.3186,1631.71,,108591.9225,-0.010944743
129.6,-1.31826,1632.99,,108677.1078,-0.010941921
129.7,-1.31783,1634.24,,108760.2965,-0.010938352
129.8,-1.3174,1635.44,,108840.1577,-0.010934783
129.9,-1.31706,1636.66,,108921.3499,-0.010931961
130,-1.31672,1637.98,,109009.1973,-0.010929139
130.1,-1.3163,1639.14,,109086.3964,-0.010925653
130.2,-1.31595,1640.44,,109172.9127,-0.010922748
130.3,-1.31553,1641.66,,109254.1049,-0.010919262
130.4,-1.3151,1642.93,,109338.6247,-0.010915692
130.5,-1.31476,1644.17,,109421.1479,-0.01091287
130.6,-1.31433,1645.41,,109503.6711,-0.010909301
130.7,-1.31399,1646.7,,109589.5219,-0.010906479
130.8,-1.31356,1647.9,,109669.3831,-0.01090291
130.9,-1.31314,1649.23,,109757.8959,-0.010899424
131,-1.31279,1650.45,,109839.0882,-0.010896519
131.1,-1.31237,1651.73,,109924.2734,-0.010893033
131.2,-1.31203,1652.98,,110007.4622,-0.010890211
131.3,-1.3116,1654.22,,110089.9854,-0.010886641
131.4,-1.31117,1655.48,,110173.8397,-0.010883072
131.5,-1.31083,1656.81,,110262.3525,-0.01088025
131.6,-1.3104,1658.01,,110342.2137,-0.010876681
131.7,-1.31006,1659.25,,110424.7369,-0.010873859
131.8,-1.30964,1660.54,,110510.5877,-0.010870373
131.9,-1.30929,1661.78,,110593.1109,-0.010867468
132,-1.30887,1662.98,,110672.9721,-0.010863982
132.1,-1.30853,1664.25,,110757.4919,-0.01086116
132.2,-1.3081,1665.49,,110840.0151,-0.01085759
132.3,-1.30767,1666.67,,110918.5453,-0.010854021
132.4,-1.30742,1668,,111007.0581,-0.010851946
132.5,-1.3069,1669.2,,111086.9193,-0.01084763
132.6,-1.30656,1670.46,,111170.7735,-0.010844808
132.7,-1.30613,1671.77,,111257.9553,-0.010841239
132.8,-1.30579,1672.9,,111333.158,-0.010838417
132.9,-1.30537,1674.2,,111419.6743,-0.010834931
133,-1.30494,1675.49,,111505.525,-0.010831362
133.1,-1.3046,1676.79,,111592.0413,-0.01082854
133.2,-1.30426,1678.03,,111674.5646,-0.010825717
133.3,-1.30383,1679.25,,111755.7568,-0.010822148
133.4,-1.3034,1680.59,,111844.9351,-0.010818579
133.5,-1.30306,1681.81,,111926.1273,-0.010815757
133.6,-1.30263,1683.07,,112009.9816,-0.010812188
133.7,-1.30229,1684.32,,112093.1703,-0.010809366
133.8,-1.30187,1685.57,,112176.3591,-0.01080588
133.9,-1.30152,1686.85,,112261.5443,-0.010802975
134,-1.3011,1688.05,,112341.4055,-0.010799489
134.1,-1.30076,1689.33,,112426.5908,-0.010796666
134.2,-1.30033,1690.56,,112508.4485,-0.010793097
134.3,-1.2999,1691.74,,112586.9787,-0.010789528
134.4,-1.29956,1693.03,,112672.8295,-0.010786706
134.5,-1.29913,1694.23,,112752.6907,-0.010783137
134.6,-1.29879,1695.5,,112837.2104,-0.010780315
134.7,-1.29845,1696.74,,112919.7337,-0.010777493
134.8,-1.29802,1697.94,,112999.5949,-0.010773924
134.9,-1.2976,1699.21,,113084.1146,-0.010770438
135,-1.29717,1700.46,,113167.3034,-0.010766868
135.1,-1.29683,1701.75,,113253.1542,-0.010764046
135.2,-1.2964,1703.05,,113339.6704,-0.010760477
135.3,-1.29606,1704.24,,113418.8661,-0.010757655
135.4,-1.29572,1705.61,,113510.041,-0.010754833
135.5,-1.29529,1706.81,,113589.9022,-0.010751264
135.6,-1.29486,1708.1,,113675.753,-0.010747695
135.7,-1.29452,1709.31,,113756.2797,-0.010744873
135.8,-1.2941,1710.6,,113842.1304,-0.010741387
135.9,-1.29376,1711.93,,113930.6433,-0.010738565
136,-1.29324,1713.01,,114002.5183,-0.010734248
136.1,-1.2929,1714.35,,114091.6967,-0.010731426
136.2,-1.29256,1715.57,,114172.8889,-0.010728604
136.3,-1.29213,1716.84,,114257.4087,-0.010725035
136.4,-1.29179,1718.03,,114336.6043,-0.010722213
136.5,-1.29136,1719.24,,114417.131,-0.010718644
136.6,-1.29102,1720.59,,114506.9749,-0.010715822
136.7,-1.29068,1721.82,,114588.8326,-0.010713
136.8,-1.29025,1723.05,,114670.6903,-0.010709431
136.9,-1.28991,1724.38,,114759.2031,-0.010706608
137,-1.2894,1725.56,,114837.7333,-0.010702375
137.1,-1.28906,1726.82,,114921.5876,-0.010699553
137.2,-1.28872,1728.1,,115006.7728,-0.010696731
137.3,-1.28829,1729.38,,115091.9581,-0.010693162
137.4,-1.28795,1730.62,,115174.4813,-0.01069034
137.5,-1.28752,1731.85,,115256.3391,-0.010686771
137.6,-1.28718,1733.16,,115343.5209,-0.010683949
137.7,-1.28675,1734.39,,115425.3786,-0.01068038
137.8,-1.28633,1735.66,,115509.8984,-0.010676893
137.9,-1.28599,1737,,115599.0767,-0.010674071
138,-1.28556,1738.12,,115673.6138,-0.010670502
138.1,-1.28522,1739.43,,115760.7956,-0.01066768
138.2,-1.28479,1740.62,,115839.9913,-0.010664111
138.3,-1.28445,1741.82,,115919.8525,-0.010661289
138.4,-1.28402,1743.11,,116005.7033,-0.01065772
138.5,-1.28359,1744.3,,116084.8989,-0.010654151
138.6,-1.28325,1745.66,,116175.4083,-0.010651329
138.7,-1.28283,1746.85,,116254.604,-0.010647843
138.8,-1.28248,1748.08,,116336.4617,-0.010644937
138.9,-1.28214,1749.4,,116424.309,-0.010642115
139,-1.28172,1750.59,,116503.5047,-0.010638629
139.1,-1.28129,1751.86,,116588.0245,-0.01063506
139.2,-1.28095,1753.16,,116674.5408,-0.010632238
139.3,-1.28052,1754.38,,116755.733,-0.010628669
139.4,-1.28018,1755.67,,116841.5838,-0.010625847
139.5,-1.27975,1756.93,,116925.438,-0.010622278
139.6,-1.27933,1758.21,,117010.6233,-0.010618792
139.7,-1.27898,1759.45,,117093.1465,-0.010615886
139.8,-1.27856,1760.68,,117175.0042,-0.0106124
139.9,-1.27822,1761.97,,117260.855,-0.010609578
140,-1.27779,1763.14,,117338.7197,-0.010606009
140.1,-1.27736,1764.46,,117426.567,-0.01060244
140.2,-1.27702,1765.65,,117505.7627,-0.010599618
140.3,-1.27659,1766.97,,117593.61,-0.010596049
140.4,-1.27625,1768.21,,117676.1332,-0.010593227
140.5,-1.27583,1769.37,,117753.3324,-0.010589741
140.6,-1.27548,1770.74,,117844.5072,-0.010586835
140.7,-1.27514,1771.92,,117923.0374,-0.010584013
140.8,-1.27472,1773.15,,118004.8951,-0.010580527
140.9,-1.27437,1774.46,,118092.0769,-0.010577622
141,-1.27395,1775.61,,118168.6106,-0.010574136
141.1,-1.27352,1776.87,,118252.4648,-0.010570567
141.2,-1.27318,1778.13,,118336.3191,-0.010567745
141.3,-1.27275,1779.43,,118422.8354,-0.010564176
141.4,-1.27241,1780.69,,118506.6896,-0.010561354
141.5,-1.27198,1781.94,,118589.8784,-0.010557785
141.6,-1.27164,1783.25,,118677.0602,-0.010554962
141.7,-1.27121,1784.54,,118762.9109,-0.010551393
141.8,-1.27079,1785.72,,118841.4411,-0.010547907
141.9,-1.27045,1786.98,,118925.2954,-0.010545085
142,-1.27002,1788.26,,119010.4806,-0.010541516
142.1,-1.26968,1789.51,,119093.6694,-0.010538694
142.2,-1.26925,1790.7,,119172.8651,-0.010535125
142.3,-1.26891,1791.97,,119257.3848,-0.010532303
142.4,-1.26848,1793.28,,119344.5666,-0.010528734
142.5,-1.26806,1794.44,,119421.7658,-0.010525247
142.6,-1.26771,1795.74,,119508.2821,-0.010522342
142.7,-1.26737,1796.96,,119589.4743,-0.01051952
142.8,-1.26695,1798.21,,119672.663,-0.010516034
142.9,-1.2666,1799.51,,119759.1793,-0.010513129
143,-1.26618,1800.66,,119835.713,-0.010509643
143.1,-1.26584,1801.89,,119917.5707,-0.010506821
143.2,-1.26541,1803.1,,119998.0974,-0.010503252
143.3,-1.26498,1804.43,,120086.6102,-0.010499683
143.4,-1.26464,1805.66,,120168.4679,-0.01049686
143.5,-1.26421,1806.97,,120255.6497,-0.010493291
143.6,-1.26387,1808.24,,120340.1695,-0.010490469
143.7,-1.26345,1809.42,,120418.6997,-0.010486983
143.8,-1.26302,1810.78,,120509.209,-0.010483414
143.9,-1.26268,1812,,120590.4012,-0.010480592
144,-1.26225,1813.25,,120673.59,-0.010477023
144.1,-1.26191,1814.56,,120760.7718,-0.010474201
144.2,-1.26148,1815.71,,120837.3054,-0.010470632
144.3,-1.26105,1817.07,,120927.8148,-0.010467063
144.4,-1.26071,1818.27,,121007.676,-0.01046424
144.5,-1.26029,1819.56,,121093.5268,-0.010460754
144.6,-1.25994,1820.81,,121176.7155,-0.010457849
144.7,-1.25952,1821.99,,121255.2457,-0.010454363
144.8,-1.25918,1823.23,,121337.7689,-0.010451541
144.9,-1.25883,1824.52,,121423.6197,-0.010448636
145,-1.25841,1825.7,,121502.1499,-0.01044515
145.1,-1.25807,1827.02,,121589.9972,-0.010442328
145.2,-1.25764,1828.2,,121668.5273,-0.010438759
145.3,-1.25721,1829.5,,121755.0436,-0.010435189
145.4,-1.25687,1830.73,,121836.9014,-0.010432367
145.5,-1.25644,1832.01,,121922.0866,-0.010428798
145.6,-1.2561,1833.3,,122007.9374,-0.010425976
145.7,-1.25568,1834.54,,122090.4607,-0.01042249
145.8,-1.25525,1835.88,,122179.639,-0.010418921
145.9,-1.25491,1837.02,,122255.5071,-0.010416099
146,-1.25448,1838.27,,122338.6959,-0.01041253
146.1,-1.25414,1839.59,,122426.5432,-0.010409708
