Specimen choice input : Material,Steel,
Specimen properties : Geometry,Rectangular,
Specimen properties : Width,13,mm
Specimen properties : Thickness,3.58,mm
,,
Time,Extension,Load
(s),(mm),(N)
194.8,3.21223,2456.75
194.9,3.2235,2458.15
195,3.23443,2458.96
195.1,3.24604,2460.43
195.2,3.25697,2461.69
195.3,3.2685,2462.59
195.4,3.27994,2464.41
195.5,3.29104,2465.24
195.6,3.30282,2466.65
195.7,3.314,2468.25
195.8,3.32587,2468.70
195.9,3.33706,2470.65
196,3.34909,2471.70
196.1,3.36054,2472.69
196.2,3.37223,2474.13
196.3,3.38436,2475.52
196.4,3.39546,2476.62
196.5,3.40775,2477.88
196.6,3.41911,2479.51
196.7,3.43149,2480.15
196.8,3.44318,2481.89
196.9,3.45522,2482.66
197,3.467,2484.35
197.1,3.47913,2485.64
197.2,3.49142,2486.55
197.3,3.50338,2487.97
197.4,3.51576,2489.61
197.5,3.52779,2490.26
197.6,3.54017,2492.12
197.7,3.55264,2492.67
197.8,3.56459,2494.52
197.9,3.57757,2495.35
198,3.58944,2496.72
198.1,3.60259,2497.91
198.2,3.61462,2499.53
198.3,3.62752,2500.47
198.4,3.64015,2501.88
198.5,3.6527,2503.01
198.6,3.66577,2504.11
198.7,3.67823,2506.16
198.8,3.69155,2506.49
198.9,3.70419,2508.35
199,3.71742,2509.12
199.1,3.73048,2510.34
199.2,3.74338,2512.36
199.3,3.75678,2512.68
199.4,3.76959,2514.62
199.5,3.78316,2515.31
199.6,3.79631,2516.83
199.7,3.80972,2518.53
199.8,3.82329,2519.32
199.9,3.83704,2520.75
200,3.85044,2521.70
200.1,3.8641,2523.39
200.2,3.87802,2524.03
200.3,3.89117,2525.84
200.4,3.90551,2527.28
200.5,3.91909,2527.87
200.6,3.93292,2529.67
200.7,3.94692,2530.50
200.8,3.96092,2532.11
200.9,3.9751,2532.86
201,3.98867,2534.65
201.1,4.00344,2536.06
201.2,4.01736,2536.78
201.3,4.0317,2538.51
201.4,4.04605,2539.20
201.5,4.06048,2541.16
201.6,4.07533,2541.46
201.7,4.08933,2543.28
201.8,4.10393,2544.57
201.9,4.11836,2545.95
202,4.13348,2547.37
202.1,4.14825,2548.03
202.2,4.16302,2549.84
202.3,4.17804,2550.33
202.4,4.19264,2552.36
202.5,4.20767,2553.13
202.6,4.2227,2554.98
202.7,4.23807,2555.66
202.8,4.25335,2556.86
202.9,4.26803,2558.23
203,4.28374,2559.28
203.1,4.29851,2561.17
203.2,4.31422,2562.12
203.3,4.32959,2563.80
203.4,4.3453,2564.87
203.5,4.36127,2566.19
203.6,4.37664,2567.29
203.7,4.39286,2568.36
203.8,4.40814,2569.60
203.9,4.42445,2570.85
204,4.43982,2571.80
204.1,4.45604,2573.29
204.2,4.47175,2574.19
204.3,4.48772,2576.06
204.4,4.50394,2576.70
204.5,4.51973,2578.64
204.6,4.53604,2579.36
204.7,4.55201,2581.06
204.8,4.56831,2581.90
204.9,4.58462,2583.36
205,4.60059,2584.55
205.1,4.61732,2585.84
205.2,4.6332,2587.01
205.3,4.65011,2588.38
205.4,4.66624,2589.32
205.5,4.68298,2591.12
205.6,4.69963,2591.59
205.7,4.71602,2593.72
205.8,4.73301,2594.22
205.9,4.74966,2596.09
206,4.76648,2596.90
206.1,4.78338,2598.53
206.2,4.79969,2599.96
206.3,4.81702,2601.35
206.4,4.83333,2602.64
206.5,4.85083,2604.05
206.6,4.86791,2604.96
206.7,4.88516,2606.28
206.8,4.903,2606.82
206.9,4.92025,2608.39
207,4.93809,2609.64
207.1,4.95491,2611.13
207.2,4.97267,2612.86
207.3,4.99026,2613.54
207.4,5.00862,2614.93
207.5,5.02714,2615.37
207.6,5.04447,2618.02
207.7,5.0624,2618.94
207.8,5.08042,2620.05
207.9,5.10006,2620.65
208,5.11807,2622.11
208.1,5.13575,2624.38
208.2,5.1553,2624.42
208.3,5.17468,2626.04
208.4,5.19295,2627.67
208.5,5.21182,2628.88
208.6,5.23248,2629.61
208.7,5.25092,2631.34
208.8,5.2709,2632.60
208.9,5.29105,2633.37
209,5.31018,2635.16
209.1,5.33118,2636.09
209.2,5.3509,2637.37
209.3,5.37182,2639.13
209.4,5.39265,2639.82
209.5,5.41314,2641.32
209.6,5.43509,2642.56
209.7,5.45566,2643.79
209.8,5.47769,2644.72
209.9,5.49955,2646.33
210,5.52106,2647.69
210.1,5.54377,2648.46
210.2,5.56597,2650.48
210.3,5.58877,2651.18
210.4,5.61131,2652.43
210.5,5.63436,2654.13
210.6,5.65835,2655.05
210.7,5.68158,2656.42
210.8,5.70617,2657.14
210.9,5.73016,2659.20
211,5.755,2660.32
211.1,5.78002,2661.04
211.2,5.80503,2662.56
211.3,5.83065,2663.84
211.4,5.85635,2665.43
211.5,5.88299,2666.19
211.6,5.90894,2667.63
211.7,5.93592,2668.82
211.8,5.96307,2669.93
211.9,5.99031,2671.70
212,6.0184,2672.54
212.1,6.04615,2674.04
212.2,6.07483,2675.01
212.3,6.10335,2676.28
212.4,6.13272,2677.61
212.5,6.16243,2678.51
212.6,6.19215,2680.38
212.7,6.22297,2681.31
212.8,6.25345,2683.13
212.9,6.28546,2684.03
213,6.31697,2685.49
213.1,6.34959,2686.71
213.2,6.38271,2687.81
213.3,6.41601,2689.39
213.4,6.45085,2690.12
213.5,6.48534,2691.63
213.6,6.52145,2692.36
213.7,6.55791,2693.85
213.8,6.59539,2695.19
213.9,6.63424,2696.25
214,6.67326,2697.92
214.1,6.7139,2698.78
214.2,6.75514,2700.27
214.3,6.798,2701.38
214.4,6.84111,2702.83
214.5,6.88611,2703.84
214.6,6.93256,2705.19
214.7,6.97977,2706.57
214.8,7.02938,2707.50
214.9,7.07932,2708.92
215,7.13192,2710.23
215.1,7.18571,2711.22
215.2,7.24154,2712.68
215.3,7.29994,2713.89
215.4,7.36048,2715.21
215.5,7.42434,2716.17
215.6,7.49119,2717.52
215.7,7.56214,2718.64
215.8,7.63736,2719.84
215.9,7.71788,2721.00
216,7.80411,2722.23
216.1,7.89598,2723.41
216.2,7.99493,2724.66
216.3,8.09995,2725.82
216.4,8.21316,2726.94
216.5,8.33534,2727.96
216.6,8.46836,2728.95
216.7,8.6141,2730.04
216.8,8.77419,2731.10
216.9,8.95221,2731.66
217,9.15234,2732.51
217.1,9.38021,2732.89
217.2,9.64549,2732.36
217.3,9.97121,2730.39
217.4,10.39811,2725.48
217.5,11.00943,2713.00
217.585,11.81874,2687.88
217.634,12.50408,2662.25
217.666,13.08867,2636.59
217.69,13.62562,2610.63
217.708,14.09965,2584.68
217.723,14.53534,2558.43
217.736,14.92655,2533.08
217.748,15.29334,2506.32
217.759,15.63298,2479.02
217.769,15.94385,2452.61
217.779,16.25676,2425.37
217.789,16.57096,2398.18
217.799,16.88652,2371.28
217.809,17.20285,2344.00
217.818,17.4887,2318.77
217.827,17.77524,2292.76
217.836,18.06245,2266.45
217.845,18.35044,2240.06
217.854,18.63894,2213.78
217.863,18.92829,2187.42
217.872,19.21789,2160.56
217.881,19.50818,2132.91
217.89,19.79881,2104.97
217.899,20.08961,2077.01
217.908,20.3811,2049.39
217.917,20.67267,2022.03
217.926,20.96475,1994.92
217.935,21.25675,1968.50
217.944,21.54926,1942.33
217.953,21.84186,1916.20
217.962,22.1348,1890.12
217.971,22.42833,1864.24
217.98,22.72187,1838.46
217.989,23.01523,1813.17
217.999,23.34129,1785.61
218.009,23.66804,1758.44
218.019,23.99513,1731.36
218.029,24.32256,1704.17
218.039,24.64999,1676.73
218.049,24.97785,1648.96
218.053,25.10899,1637.83
